metadata,page_content
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""Performance高性能全轮驱动版"", ""year"": 2021, ""price"": ""41.79万""}",最满意的就是速度了 实测百公里3.8s。朋友坐我车下车都直接吐了……现在在车上都要放几个袋子。 还有就是省钱，自己没买特斯拉充电桩，之前有个威马充电桩也能用，就速度慢一点，一晚上也能充满，充满也就20块左右。 长途自驾游自己需要提前规划，春节去了趟黄山450公里，高速上充电桩有的都是坏的，不想等就直接下高速充。 除了正脸可能看上去有点变扭，总体还是很帅的。直接上图吧，不多说了 我朋友买的EC6 比较下来yp略硬，倒也不是不舒服，有韧性，但是想要操控肯定有得有舍，看个人需要吧 速度快，空间大，电费又便宜，这个价位…….反正当时我是试驾完秒定 内饰这个还是看个人，对于我来讲我觉得特斯拉内饰还行，简约一点也挺舒服，本来车子也没有绝对好绝对坏，看需要什么 指哪打哪，手感感觉和以前mini差不多 运动模式方向盘很重，单手操作略难，但是开起来舒服 夏天目前还没开过 冬天因为我一直都是运动模式 基本21kwh 实测车上坐两人 80%电 3.8s百公里 感觉和我以前开的汉兰达有的一拼，绝对够用了
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""长续航全轮驱动版"", ""year"": 2022, ""price"": ""39.49万""}","过去一直开油车从A6L，丰田2700，4000，奕泽，大切……一直到去年接触了新能源车比亚迪汉。也开过好多车，开过捷达，普桑也开过BBA,保时捷，model X,model3……最终我选择了长续Y，最满意的应该就是Y的操控，百公里加速，简单的内饰，巨幕天窗，空灵纯净的音质，宽大舒适的乘坐空间，储物空间，特斯拉方便简洁个性的理念以及温馨的服务 1.黑色车漆太薄，提车当天立马贴了车衣
2.新车味道太浓，去年买汉的时候几乎闻不到这么大的新车味道
3.隔音感觉不太好，胎噪、风噪很明显
4.买新能源车建议给送充电桩，单独花8000元买桩子感觉太贵了，而且超充价高 外观说白了就是拉胖的model3，如果车身能加长一些感觉会更好一点，而且前脸有点偏低。屁股看起来还不错。
车漆需要吐槽了，不是一般的薄和软，毛巾轻轻的擦一下就能看到划痕尤其黑色车漆更为明显，买特斯拉必须得贴车衣。我花了13500贴了透明车衣，后期在加个改色膜吧，不太喜欢黑色。 座椅偏软，坐着挺舒服的，但是悬挂偏硬，特别我20寸轮毂，走烂路颠倒你怀疑人生，虽然悬挂偏硬但是滤振纯粹没有多余的摇晃。轮胎是米胖子的但是能听到明显的胎噪声，加速时风噪也特别的大。 去年虽然买了汉，心理还是怀念suv，索性就定了标续的Y，当时已经涨到28了，心想着买不买先定了吧。后来又涨到30w了，感觉自己赚了。我的车是买的车友的，西安封城那天他提了22款黑色20寸的长续Y，第二天上不了牌了，12.24提车一直到1.25才上的牌，牌子都没装，上完牌共行驶44公里，2.11过户到我名下。反正不想要标续了，感觉长续航四驱更适合我索性就买了吧，交付时啥样我提到就啥样，完全新车状态，多了一次过户记录而已。后期我会发一个详细的用车贴 内饰属于现代简约型中的极简风格，轻奢类型，有网友说是毛坯房，不过我还是挺喜欢这个极简风格的，不累赘不笨重。7块大玻璃，4个沙发，一个平板……
车机系统和苹果ios很像，刚开始还有点不适应没有仪表台，如果加个抬显那会更好。行驶中感受着高档音响的气息，闲暇时看个高清的电影，无聊时玩玩游戏，K个歌……这已经不是单纯的一辆车了。 1.转向可根据自己的喜好调整为舒适，标准，运动，由轻到重，转向精准没有虚位
2.车子大小刚好灵活特别有驾驶感受。悬挂偏硬，行驶有质感。
3.单踏板模式省去了油门和刹车踏板之间的来回挪动，但是猛加速后一松油门就怕有后边的车追尾。
4.整体操控和宝马属于一个路线，但是又比宝马细致，特别是过弯时侧倾小，抓地力强，感觉非常的稳 刚提车行驶1000KM，心里边还没有定论。冬天高速350没问题，可能是跑得太快了挂的临牌你懂的而且天冷全程开空调。这个需要后期进一步去研究，估计高速400-450没问题。新能源的续航完全在于自己的驾驶习惯和气温。开空调的话影响更大了，今天下午将空调关了，佛系开车能耗才130。 市区我调整到舒适模式，秒杀路面99%的车。快速道路切换到标准模式，5S的加速真不是盖的。油门踏板轻盈，感觉就像一股洪流极速飞腾而来。"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",动力强、外形帅、养车成本低、OTA升级惊喜多、空间大、车机系统逻辑好、单踏板省事 空调声音大、手机蓝牙钥匙偶尔不好用、冬季续航不到300衰减多、感觉座椅不是很舒服 外观很帅，可改装的地方多，适合年轻人去改 运动型车就没有什麽舒适性了～但座椅的确没有很软 一直觉得性价比这个词觉得有些扯淡，喜欢就买，买了还喜欢那就可以 内饰简单没有多余的，功能都在屏幕上找起来逻辑也很清晰 刹车很好，方向盘圈数小 转弯挺方便，过弯也很稳 平均170，冬天的确高了些，电耗和很多因素有关 5.6秒的加速动力是很强，舒适模式下应该也有7秒了吧 后备箱很能装，前备箱也不小，大天幕看着很舒服
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",满意的地方有太多啦。先说说我这个版本，是末代的5.6秒0-100加速那款，后来都是6.9秒版本的了，车子提速没的说，太给力了，基本上可以秒杀路面上百分之八十的车子，开着很舒适，很运动，空间也超级大，后排可以直接放到，就是一个移动的大床，太完美了。而且特斯拉的车机系统没得说，可玩性很高，每次车机系统更新都能带来新的惊喜，让人爱不释手。 不满意的也是大家吐槽最多的，减震太硬，走路上稍微起伏一点的路面或者减速带什么的，车里面听着都是咕咕咚咚的，以前有幸买过一台宝马Z4，底盘很低，减震也很硬，但是也没有特斯拉这么硬这么明显，希望马斯克以后能改进一下。在一个就是后排座椅的问题，坐垫有点短，比任何普通家用车感觉都要短一些，要是能在长一些就好了。然后就是这个车的防噪音，车跑起来风噪还是很明显的，车门上面的漆面也很薄，买回来俩月了，后门的车漆已经被小石子弹掉了很多，密密麻麻的到处都是麻子脸，有些小崩溃。 正面看像阿斯顿马丁DBX，侧面看像宝马5GT，后面看像宝马X6，完美，哈哈哈哈哈哈哈哈哈 舒适性前排还行，后排坐垫太短，减震有些硬，其他都还好 买回来到现在又涨价了，感觉买赚了，哈哈哈哈哈哈 内饰简单，符合我的审美，座椅用料感觉还不错，门板上有翻毛皮材质，摸着很舒服 方向盘一圈就打满了，转弯半径有些大，但是车子支撑性很好，很好操控，如果车子在低点的话，就有开卡丁车的感觉了，哈哈哈哈哈哈哈 由于我是12月份提的车（冬天）所以我的车能耗略高，充满电表显435KM，但是开空调，开座椅加热和方向盘加热的情况下，平常就我一个人使用，也没有拉人，表显平均能耗161Wh/km，我感觉满电基本上要打个6折，冬天还是耗电快。 加速超快，基本上在路上见谁秒谁。但是还是要注意安全，控制车速呀，嘿嘿&#40;*^▽^*&#41; 特斯拉ModelY的空间毋庸置疑，没的说，乘坐空间超级大，腿部，头部，前备箱，后备箱等等，空间都超级大，满足我日常所有的需求。有一次家里的婴儿床，看清楚了，不是婴儿车，是婴儿床，需要给自己的妹妹家拉过去，刚开始他们还说找个小货车来拉，我说不用了，我用特斯拉试一试，把座椅放倒之后刚好塞了进去（没有拆解），这储物拉货能力真心没得说。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",车机系统非常科技使用而且方便。动力也还可以。主要性价比比较高。 避震硬过减速带比较硬。然后车漆比较薄。其他没有什么大的补满 外观非常特技感，作为一款16年上市的外观，我觉得非常耐看。 过减速的带还是有震感。铺装路边非常好。行驶质感中上。 30W预算内性价比无敌。加速、空间、用车成本都非常好。 内饰还是一贯的简约。但部分细节还是有待提高。不过车机系统无敌。 操控一流。SUV里面的比较好的。而且悬挂的支撑性比较强。 冬季0-10摄氏度。165-170. 60度电大概350公里。 5.6秒的加速，突然就有的扭矩爆发。真的非常棒。 空间很好。后排空间都非常充裕，而且地板比较平整。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",1：动力相当，一脚下去，推背感十足，坐在副驾的人脚趾母都抓紧了的。自从开上了它，超车那是必然的，我经常想别人会不会骂我，别人永远看到的是Y的大屁股。哈哈:2：空间表现。 前备箱没有电机了，所以还是很大的，我通常用来放在超市买的东西，好拿好放。车内简洁不浮夸，没有多余的按钮，省去了积灰的理由，横向空间也宽阔，但是后排的座椅还是偏硬，如果有腰靠就好了。天窗真的巴适。我中秋节的时候开到鱼子西去玩了，那晚上真的在车里看到了星星，特别难得的一次经历。方向盘加热，腰靠等都是细节美好之处。3：科技感智能化。这个非常巴适，因为我感觉这就是买电脑送车，OTA软件推送更是让人兴奋，特斯拉官方会不定时推送系统更新，类似苹果手机，你一更新又会有不同方面的优化升级。4：电池续航的问题。我下了订单的时候就一直在网上看三元锂电和磷酸铁锂的优劣势，不能说磷酸铁锂的有多牛逼，只能说它在成都还是能满足我的日常需求，我一周充电一次，9月4号提车的，目前跑了15900KM是相当的能跑了。提车不到一个月，国庆期间，我从成都跑了一趟西安，一路上充电还是非常方便的，国家电网一般一个小时就满了。上个厕所接个水休息下就差不多好了。便宜经济啊·我们家双11买了一个充电桩，现在充电更加方便，晚上23点以后2毛2一度的电，投下来几分钱一公里，真心划算啊 1：减震差，路况差的话，脑袋都会都晕。2胎噪大，幸好有十几个音响，上车就开起音乐。3：过年的时候去了一趟西昌，返程的那天因为下雪封路堵车，给我焦虑惨了，不敢回去啊。唯一一次焦虑续航问题。4：我选的黑色，车漆薄，做了一个隐形车衣和隔热玻璃膜，花了我7千左右。 二十。除了黑色不加8000，但是一定要贴隐形车衣。19寸轮毂，当时选了20寸又改回来了，听说20寸轮毂除了好看，也就好看了，而且会少跑40公里左右。思来想去还是定的19寸标准的，现在看来，是明智的选择。 异味新车没有异味，操控感非常优秀，我一般一周洗一次车。9.9元 27.6买这个车，百米5.6，还是非常香的，很推荐。现在涨价了，哈哈理财产品哦 外观内饰都简洁大方，适合潮流的年轻人哈。我有一个成都的车友群，我发现喜欢特斯拉的人都比较有个性。哈哈 反应快，指哪儿打哪儿。我一般用的电车模式，标准的，运动转向，跑高速用自动辅助驾驶，穿隧道自动跟车。 通勤平时的话在城市里一般跑400左右。跑高速的话380KM左右，看怎么开，暴力驾驶的话，能耗高点。建议在日常上下班通勤，如果你还有特斯拉的车友，你们可以相约去露营。享受生活就在那一瞬间哈哈哈。。 加速快，爬坡相当轻松。超车小能手，分分钟秒杀宝马奔驰。 我160身高，坐在里毫无压力，储物空间大。我的户外装备装里面妥妥的。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",加速，加速能力毋庸置疑，外观看着个性，适合自定义外观内饰 长途出行，必须提前计划好，充电桩的普及市区还好，外县有点焦虑 很个性，流线感觉不错，停在停车场一眼就能发现自己车，适合改色 隔音的话，因为之前开胜达，胎噪风噪都不小，特斯拉感觉风噪小很多，胎噪差不多，不过怠速停着比油车好，没有发动机么，不过静止的隔音感觉稍差，个人感受 没法说性价比，我主要是市区上下班（一个来回50km），短途出差（来回150km左右），原来油车一个月加三次油，一次400左右，现在每天回家谷电充满，就算一点电没有才不到20，对于我来说性价比很高，但是使用强度不大的应该就没那么高了 很简单（简装），不乱，功能都集中在车机上，强迫症的我很舒服 不是专业的车手，操作感觉很舒服，指哪打哪的感觉，方向盘打多少，车就懂多少，很容易上手 冬天的哈尔滨，稍微有点拉胯，充满地库出发，最多一次50度电跑了255km，不过全程70左右的省道，非常极限了，夏天没试过，市区代步充足，长途出行必须提前计划，很难不焦虑啊 加速没有顿挫，超车动力储备充足，起步刷刷的 乘坐空间宽敞，后排座椅有点短，但是腿部空间不错，以外的是头部空间很好，孩子能在后面站起来（孩子还小，哈哈哈）
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",提速快，省钱，空间是真的大。可以放好多东西。座椅软，前后都带座椅加热。车机好玩，除了卡点 座椅偏短，减震有点硬。自动雨刮不灵敏，一会快一会慢 外观还可以吧！个人眼光不一样。反正我还是停喜欢的 舒适性还行，减震硬，座椅短。但座椅比较软，总体能接受 相对还可以吧！什么叫性价比，它能卖掉，客户能接受就行了 简单。我感觉挺好，比较喜欢，但跟豪华不搭边。 指哪打哪。刹车绝对有 城市开的话，气温不是太低，能做到1：1，气温低点的话估计跑380。高速我过年得时候，满载，下大雪，只能跑280。还是有点焦虑，总体还行。 动力强劲，可以说是随叫随到。红绿灯起步一脚电门，几乎可以秒杀很多车 我177的个子，足够用，平时几乎我一个人，肯定够，车机空得很
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}",用车过程中最满意的有以下几点：1.特斯拉ModelY做为我们家第一辆新能源汽车 第一个优点肯定是省钱 提车有送1500km超充 平时在家充电充满也才十几二十元 充满能跑400公里 简直不要太便宜 家里的油车一公里一元钱 简直没法比 2.操控性很不错 不比奔驰宝马这些传统品牌差 而且还有自动辅助驾驶这些 跑高速特别省心省力 3.提速快 超车过程中给电门就走 完全没有油车的顿挫感 4.不限行 成都新能源汽车不限行，解决了很多烦恼 根本不用担心今天能不能开车的问题 5.储物空间大 由于没有发动机 前备箱也能放东西 前排膝盖部空间比以前的XC60大多了 有一次后备箱放下两个30寸行李箱和一个20寸登机箱还不显拥挤的 6.车机娱乐项目 有时在外面充电等候的时候 还可以玩玩车子自带的娱乐游戏 或者在APP上追剧 7.手机APP控制 开车完全不用带车钥匙 手机就可以当车钥匙 下车人离开后自动关门 夏天还可以提前手机把空调打开 窗户打开提前散热 8.全景大天窗 我女非常喜欢这个 天气好的时候上车都会告诉我今天云彩多美丽9.后排放倒可以睡觉 完全躺平 中午午休车上直接可以开空调睡觉 不用担心一氧化碳中毒 10.售后服务 我刚提车一个月的时候在高速上碾压了一个不明铁块导致右前轮爆胎 当时还开着自动辅助驾驶 车子瞬间报警 减速 靠应急车道停下后马上接到特斯拉后台技术人员的电话询问我是不是在开车过程中遇到什么事顾 后台显示我车处于报警状态 我说明事情缘由后第一时间问我人员有没有事 提醒我先从后备箱拿三脚架放在车后 穿上反光背心后站在护栏外拨打电话叫高速拖车 当时整个人处于半懵状态 全靠后台技术人员指导我该操作什么 联系什么 全程帮助我把车最后拖到特斯拉售后中心 然后又有特斯拉售后人员交接 然后会把我和保险公司人员 售后服务中心人员拉到一个微信群 出事故到最后保险赔付 维修好把车交到我手里 我除了提交相关信息资料 全程没要我操过心 我觉得这是我非常满意的地方 当然 特斯拉还是有很多地方需要改进的 目前来看我最不满意的地方有以下几点：1.转弯半径过大 ModelY方向盘往左或者往右打满圈只能打到整整一圈 所以导致有些时候其他车明明一次就能掉头的 ModelY需要往后倒一次才行 2.后排座椅舒适性不够 前排座椅舒适性都还很不错 包裹性也可以 但是ModelY后排座椅较短 后排比model3后排座椅都短5cm左右 后排靠背有一定角度调节 但是综合来说后排座椅舒适性不够好 3.减震效果不太好 ModelY做为城市SUV 完全没有体现出城市SUV的减震效果和可通过性 减震偏硬 给我感觉ModelY更像是空间更大的轿车 4.车内后视镜偏小 晚上根本看不清车内后视镜 也有可能是车内中央后视镜结合后窗角度后 可观看的视觉效果偏小的原因 导致晚上根本看不清中央后视镜里呈现的东西 5.特斯拉的漆面确实太太太薄了 我买的黑色外漆（因为黑色不加钱）提车前我也做了很多功课 特斯拉的黑色车漆薄 提车后第一时间去贴改色膜或者隐形车衣 我选择的车衣 但是我也万万没想到 贴车衣前洗车都会洗出一点点“太阳纹”难道这个车买来不能洗吗 外观上来说这车有呆萌的一面 也有运动的一面 我非常喜欢 前排舒适性很不错 后排座椅由于座椅有点短 舒适性不够好 ModelY从新家比来说简直是无敌的存在 这也是为啥这款车卖这么好的原因之一 内饰我选的白色 简直颜值不要太高 YYDS 超控方便不输奔驰宝马奥迪这些燃油车 除了转弯半径稍微大了点之外 我觉得没什么缺点了 正常使用 我不是黄金右脚 属于正常耗电量吧 动力十分出色 给电门就走 根本没有油车的顿挫感 181cm 的我驾驶位空间还是很大的 不管是驾驶座还是后排空间都很不错
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",纯属个人主观看法，不喜勿喷！目前的使用环境，成都城市上下班代步使用，一个月会出去露营两三次，一般都驾驶很少暴力地板电，车里大部分都是1-2人。回到正题，先来说说这辆车的优点：1、外观还是非常有辨识度，并且还是有点科技感，一眼能看出来和传统油车的差别，前脸非常像一个机器人，后侧的溜背造型还是十分运动，Y跟像跨界车并完全是SUV也不算轿车。2、内饰：也是这个车最大的一个矛盾点，喜欢的人完全可以接受，不喜欢的人觉得就是一个毛坯房，什么都没有，毫无一个车的样子。其实我比较中立，完全可以接受这样的造型，就是这样的造型才能在电动车里面独树一帜，用料还是对得起它的价格，豪华感和BBA还是有点差距，科技感是肯定能和BBA掰掰手腕。3、空间：也是这个车最大的优点，内部储物空间还是非常的多，应该是同级别车里最多的，但同样也是“毛坯房”需要车主自己去买各种小的收纳盒或者格子去分类。乘坐空间也不错，个人身高185，后排我在坐下去还是有两个拳的膝部空间，头部空间因为溜背造型所以有些许压抑。后备箱空间那是一个大，我喜欢露营，买了一个充气床垫，睡过一次，完全可以应急一晚上，180一下的基本睡下两个人，还是不建议睡车里，舒适度确实很差，不过去露营遇到极端的条件可以应急。后备箱下面可以放一个登机箱，最里面还有个隔板，可以放一些文件或者其他片装的东西。前备箱空间也是足够一个登机箱，一般就放些杂物或者有气味的东西，避免味道布满一车。4、其他：自动辅助驾驶在堵车的时候非常好用，但也不敢把生命交给汽车，一般只敢在路况较好的高速、拥堵的高架、标识比较明显的实现道路。总之这个功能仁者见仁智者见智。OTA升级也是这个特斯拉的前一个优点，不断的升级自己的优点，缺点还是有改进，不过众口难调。 然后来说说这个车的缺点吧，跟他的优点比起来缺点同样明显。1、外观：做工真的还是缺点东西，两侧的缝隙还是有对比，相较之前进口的还是有点提升。漆面很薄，黑色特别明显，很短时间就会全是蜘蛛网的感觉，这也是我为什么改颜色的原因。官方的改变颜色需要8k，自己外面改个颜色，国产的高端级别也就6.7k，当然其他膜有钱的老板们随意。（题外话，有能力的一定会选20寸的熏黑轮毂，然后喷个卡钳真的非常好看，现在很后悔当时没有升级20寸，再想找靠谱的太难了。）2、内饰：科技感和塑料感并存，黑色内饰格外明显，有能力上个白色还是不错，就是有洁癖的后期会有点心累。门窗的升降按钮有点劣质的感觉，新车都是松软松软的。座椅短坐没什么感觉，腿拖基本没有，所以长时间开车或者坐车都会有点不舒服，座椅感觉有点偏小，舒适度只能给到6分。至于空间真没啥太大的缺点。3、其他的：说说车机吧，问题非常多，导航用的是百度，和高德比起来还是有点差，导航也在不断更新，比刚提车的时候好用点。某些功能不能单独开启必须要要统一开启。自动辅助驾驶的加速非常的激进，车机在一个月内死机两次，不过不影响使用，重启等一两分钟就好了。跟苹果手机一个道理。后排的挂勾在门窗上面，感觉位置有点尴尬。整车因为胎压比较高，所以相对来说会有点垫，后排乘客感觉明显。 外观还是可圈可点，仁者见仁智者见智吧，至少在当下这个时代还是很不错的，也不会太浮夸还是能被大部分人接受。轮毂最好还是选20的，现在非常后悔。大灯在ota升级以后有灯光秀才知道这个led大灯也是有点科技。 舒适性真的很一般，悬挂偏硬，胎压很高，导致后排乘坐有点颠，然后座椅腿拖也差点意思，长途真的很累很累。座椅加热五座都有这个还是比较有意思，在成都通风还是比加热更好用，据说ota升级以后通风会有，官方还未证实。他的生化模式很好用，缺点就是噪音大，官方称2min可以彻底净化整车空气，对于成都时不时的重度污染还是很有用。隔音做的一般。 整车性价比还是不错的，目前没有出过大问题，老婆没开几天就把倒车镜给刮坏了，直接换总成，还两只能报保险，售后服务还不错，可以去吃雪饼（去过都懂）。使用到现在没怎么花钱，充电也比较便利，停车还有国家补贴。至少科技感对得起它的价格，优缺点非常的明显，大家可以根据自己的喜好来判断，最好自己去试驾，这样最直观。有一说一说，要是没有特斯拉这条鲶鱼，国内电车发展也还不知道在那个时代，有利有弊吧。 内饰！毛坯房吧，喜欢的喜欢的不得了，对立的又觉得这个拉垮的一匹。个人觉得就是有特点，喜欢简单就行，看不惯的可以选择其他品牌，反正质感也算一般就是了，能在接受范围。车机中规中矩，在新势力里面排在中等的，氛围灯约等于没有，可以后期自己改。 操控我不是特别满意，和同级别bba还是略有差距，辅助系统是真的好用，也是特斯拉的王牌，刹车就别拿来说了，有问题还敢拿出来卖？销量还那么高？水军可不会每个月都有那么多！通过性各方面也是很满意。 拿到车去从成都开车去了趟北海，高速全部110左右的辅助驾驶，城里大概开了800km，很少暴力驾驶，在13kw左右。特斯拉算虚标最少的一个厂家了吧。 特斯拉的加速在电车里面也是排在前面的，提速快其实不是什么好事，也不可能每次都激烈驾驶，但是需要的时候他绝对给力，日常家用完全有余。 185的身高乘坐，后排同样还人员坐下去还有两拳的余量。
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""长续航全轮驱动版"", ""year"": 2021, ""price"": ""34.79万""}",很省电，也没啥毛病！喜欢开电车了，油车都放着积灰了！ 避震那是真的硬，我的20轮胎！真的硬！还有就是玻璃升降，在抖动的时候，窗户升不上去啊！通病吗？ 萝卜青菜各有所爱！我是觉得好看喽，不然我买这车干嘛？ 避震硬，那是真的硬！车内的舒适性比蔚来肯定要差一些，毋庸置疑啊！ 只能说特斯拉在很多看不到地方，都是下足了血本！欢迎来聊！ 特斯拉不就这样？一块屏幕就好了，简洁明了！我个人是非常的喜欢，操作很简单！ 操控不用别的你开了就知道！绝对好！指哪打哪！ 16度电每百公里，提车刚好在夏天，每天吹空调！不过这电耗也让我满意了！ 标准模式直接起飞，容易上头！对电池也不太好吧，我基本上佛系开车！ 巨大无比的空间！出来玩那是太爽了！后排放倒，轻松躺下两个成年人！不过身高超180就有点吃力！
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""标准续航后驱版"", ""year"": 2021, ""price"": ""29.18万""}","提速很快，很直接，没有任何迟滞，推背感不是同样数据油车能比拟的，操控感也很棒，高速上120多码变道超车，车身也稳的很
乘坐空间也蛮不错，多个前备箱让储物空间很充裕
关键省钱，安装了峰谷电表后一公里电费仅需5分钱 悬挂太硬了，我稍微开猛一些遇到不太平的路，后排就叫苦连天
黑色车漆真的太薄了，我门把手附近已经留下了我的指甲刮痕
天窗真的是晒呀，不过可以买个遮阳帘
还有网上病垢的天价维修费，一体压铸的车身好是好就是维修费吓人。 外观个人还是蛮喜欢的这个东西萝卜青菜各有所爱 避震硬硬硬！风燥胎噪还算可以接受和我老q5差不多 27.6w百公里加速5.6秒，435公里的续航，充满驾驶乐趣，个人感觉可以打满分 毛胚内饰，用料一般般，只能说还可以吧，和人喜欢简单的还能接受 辅助驾驶简直是高速神器，操控个人感觉底盘很稳毕竟电池都在底下，高速行驶超车变道车身都很稳定 春天电耗真的很低，基本可以开到表显1比1，冬天我就开开除雾基本就表显8.5折了（我这还没冷到需要一直开空调）冬天5℃左右停一下午能掉3 4公里的电量，磷酸铁锂电池确实不抗冻阿 加速直接线性动力没的说，秒杀路上99%的车，爱上一路超车的感觉哈哈哈 我178身高，坐后排感觉空间蛮不错的，头部空间也充裕不像3我会头发扫到车顶，储物空间很充裕还多了个前备箱"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""长续航全轮驱动版"", ""year"": 2022, ""price"": ""39.49万""}","1、自动驾驶，开高速非常节约体能。自动保持车道，自适应定速巡航，保持车速、与前车保持距离，全系自带的免费自动驾驶就已经非常好用了，说实话，目前阶段花钱买的全自动驾驶在中国道路不实用，主要是中国道路没有开放高级别自动驾驶

2、安静。没有发动机，开起来确实要安静很多。

3、提速非常流畅 ，毫无顿挫感，提速超车行云流水，这种感觉非常舒服

4、otc升级，不得不提的一个超级大招，otc升级让一个车子变成了可以不断升级新玩法的大玩具，大量用户的使用意见、改进建议可以让车子升级的越来越好开，有啥bug也可以很快得到弥补 1、天窗玻璃太热了，而且没有加装顶棚或帘子的选项，必须自己想办法弄，贴膜、天窗冰甲也没用。夏天非常非常热，尤其头部，空调降不下来温度

2、空调风口隐藏式的，好看是好看，但有点不实用，吹不到顶上，导致夏天如果天窗没装遮阳帘，头部非常热，头部温度降不下来，而且如果太阳暴晒的时候开车，太阳一直晒着，车子也很难降温 侧面、后面满分，前脸不好看，前脸就像一个没有嘴巴的人 座椅很软很舒服，但头枕是斜的，不能调，不知道为啥，导致开车的时候头要往前倾斜一点，不是很舒服。

减震是硬伤，悬架太硬了，很奇怪，四十来万的车，减震做的如此差。

车上总会有一些声音，比如副驾不坐人的时候安全带插销会撞击侧面的塑料壳子

玻璃天窗太晒了，导致不得不粘点磁铁配合安装遮阳帘 这种技术，这种配置在这个价位，叫降维打击，没有对手 极简设计，空调出风口的隐藏式设计、高度集成的中控大屏，一切都是为了极简，很有科技感、未来感 方向盘有三种力量选择，不过整体感觉偏硬，毕竟是一款轿跑，速度快了，方向盘自然要紧一点。
过弯性能没太大感觉，毕竟是个SUV，家用车，除了超车，平常一般不会野蛮驾驶。
值得一提的是特斯拉的主动避让，避免了不少车祸，很有安全感 77.6度电，nedc里程594，实际开490～510，这种电池管理效率，除了特斯拉，还有谁，马斯克确实厉害 我选的四驱，百公里加速5s，毫不夸张的说：这个马力秒杀路上99%的车子，超个车啥的，太轻松了 乘坐空间：从高度上来看，很一般，没有啥特别的；从前后长度看，前排、后排都非常宽敞。

储物空间：可以说是目前这个价位的SUV最大的，没有之一，前备箱、后备箱，后备箱底下还可以打开一个超大储物空间。然后就是很大很深的中控扶手箱、中控储物空间，副驾手套箱相对较小，但有个加密功能，太好用了，总有一些证件、钱包之类的贵重物品需要长期放在车上，加个锁会放心很多。

各种隐藏式设计、极简设计，显得很干净"
"{""brand"": ""特斯拉"", ""model"": ""ModelY"", ""name"": ""后轮驱动版"", ""year"": 2022, ""price"": ""31.69万""}",驾驶体验好，提速快，动力好，空间大，操控精准。用车成本低，全国统一价. 悬挂偏硬，门把手使用不太方便，后排座椅偏短，关门太费劲，需要重甩。选颜色要加钱，不安逸!胎噪有点大，好在车内有十几个音响弥补这个缺点，一上车就要开音乐，几乎不开窗，受不了胎噪。 黑色帅气，运动，十分符合我的审美，流线精美，时尚美观。 悬挂偏硬，不太适合乡村马路，城市代步足余。高速开起带感得很。胎噪太大了。 我觉得30万出头还是很香的，这个价格在国外是买不到的，值得购买，毕竟他是专业做电车电的头头，性价比很高的，在欧洲国家它对标的是X5，最主要是安全性能很高。开着让人放心，对了，它的灯光秀很好玩，没有车钥匙，是一张卡，而且手机蓝牙链接直接可以开车，再也不用带钥匙出门了。，最喜欢的是它的OTA升级，就像买了一个苹果手机，随时可以更新软件，每次更新都是一个全新的体验，有惊喜，可期待。我买到之后还去贴了隐形车衣，贴了玻璃膜，买黑色建议一定贴车衣或者改色，因为车漆很薄，不然容易有太阳纹或者小石子印子。 内饰科技感强，一个大屏幕，十分简洁，座椅有点硬，全景天窗，十分美腻。 操控极好，指哪儿打哪儿。精准得很，有三种模式可以选择。 平均一公里8分钱，用车成本非常低。。在家充电十分方便，有峰谷电价，在外面可以使用各种快充充电。 加速很快，一般的油车追不上，操控极好。提速快得很！ 乘坐空间宽余，后备箱容量大。可以放倒当床
